query_code,query_name,matched_code_1,matched_name_1,score_1,matched_code_2,matched_name_2,score_2,matched_code_3,matched_name_3,score_3
55182k0,水煮 穂先筍(52ヶ入),50454,孟宗筍穂先スライス,0.26,150001,水,0.2,100105,大豆水煮　,0.162
56396k0,JFSA赤蒲鉾ﾁﾙﾄﾞ5ｍｍ,510167,笹蒲鉾25g,0.301,510167,笹蒲鉾25g,0.301,10402,赤丸蒲鉾2.5,0.287
55389k0,細ちくわ　冷凍,10421,生ちくわ,0.527,10421,生ちくわ,0.527,10420,焼きちくわ,0.476
55194k0,JFSAﾁﾙﾄﾞ切干大根煮,50345,切干大根,0.627,141000,切干大根炒め煮,0.421,50340,大根,0.302
55557k0,ｸﾘｰﾑｼﾁｭｰﾐｯｸｽ,150411,クリームｼﾁｭｰﾐｯｸｽ,1.0,150412,ビーフｼﾁｭｰﾐｯｸｽ,0.647,150410,とろけるｸﾘｰﾑｼﾁｭｰﾌﾚｰｸ,0.552
55066k0,ほうれん草ｶｯﾄ解凍する,50121,ほうれん草（冷）IQF5㎝ｶｯﾄ,0.742,50124,ほうれん草（冷）,0.564,170516,やさしい素材ほうれん草,0.564
55618k0,JFSAﾏﾖﾈｰｽﾞ(卵黄）,110111,ハーフマヨネーズ,0.75,110110,マヨネーズ,0.75,110112,1食マヨネーズ,0.652
56247k0,細切昆布佃煮,60121,細切昆布,0.74,60162,角切昆布,0.441,141011,細切り昆布の煮物,0.272
55261k0,ＳＬ炊き込みわかめ,150601,炊き込みワカメ,0.486,560131,五目釜めし炊き込み(三島),0.435,60102,生わかめ,0.367
56261k0,乳ｶﾙ酵素ＺＮＦＥＢ1Ｂ2,40107,鉄カル牛乳,0.177,40106,鉄カル牛乳180,0.177,40230,カルピス,0.15
55538k0,ﾃﾞｨﾅｰｶﾚｰﾌﾚｰｸ,560140,S&Bディナーカレーフレーク,1.0,150400,カレーフレーク,0.691,150405,ジャワカレーﾌﾚｰｸ,0.509
55080k0,赤ﾋﾟｰﾏﾝﾀﾞｲｽｶｯﾄ(6㎜),J540175,赤ピーマンﾀﾞｲｽｶｯﾄ（6㎜）,1.0,50139,赤ピーマンダイス（冷）1kg,0.854,J540174,黄ピーマンﾀﾞｲｽｶｯﾄ（6㎜）,0.833
55531k0,<給>粉チーズ500ｇ,40320,粉チーズ,1.0,40352,ダイスチーズ（8㎜）,0.389,40301,ダイスチーズ(4mｍ）,0.389
55612k0,JFSAﾌﾚﾝﾁﾄﾞﾚｯｼﾝｸﾞ白R,110202,QPフレンチドレッシング赤,0.84,110200,ドレッシング,0.642,110201,白ドレッシング,0.554
55489k0,JFSAﾁｷﾝｶﾂ50R,170511,やさしい素材チキン,0.61,170511,やさしい素材チキン,0.61,80150,キンカン,0.539
55678k0,ｿﾌﾄなごぼうのうま煮1ｋｇ,50390,ごぼう,0.391,170532,やさしい素材温ごぼう,0.27,170532,やさしい素材温ごぼう,0.27
56326k0,VいんげんﾎｰﾙMSJFSA,50400,いんげん,0.669,170521,やさしい素材温いんげん,0.535,170521,やさしい素材温いんげん,0.535
55266k0,北海道産しそ昆布(刻み),60161,しそ昆布,0.611,500110,北海道産バターロール32g*6(ﾔﾏｻﾞｷ),0.398,500110,北海道産バターロール32g*6(ﾔﾏｻﾞｷ),0.398
55260k0,わかめご飯の素 花むすび,150618,うめしそご飯の素,0.333,90110,ご飯,0.288,60102,生わかめ,0.267
55358k0,Vｻﾜﾗ切身(骨取)60g,10660,サワラ骨無　60ｇ,0.684,10660,サワラ骨無　60ｇ,0.684,10662,サワラ骨無　80ｇ,0.684
55397k0,若布とひじき海鮮ｽﾃｰｷ30ｇ,60130,ひじき,0.348,20360,牛ステーキ,0.307,170530,やさしい素材温ひじき,0.247
55809k0,ﾌﾙｰﾁｪﾍﾞｰｽ ﾒﾛﾝ,130544,フルーチェ　メロン,0.585,550126,ﾌﾙｰﾁｪﾍﾞｰｽ(ﾋﾟｰﾁ)果肉なし,0.567,550127,ﾌﾙｰﾁｪﾍﾞｰｽ(りんご)果肉なし,0.567
55742k0,庄内板麩(約18g),90621,刻み庄内麩,0.362,90621,刻み庄内麩,0.362,90624,巻麩,0.145
55009k0,ｿﾌﾄな金時豆1ｋｇ,J570354,金時豆　JFSA,0.607,100610,金時豆,0.607,100650,金時豆煮豆,0.44
56319k0,野菜かき揚げ80,570170,冷)野菜かき揚げ30g,1.0,570170,冷)野菜かき揚げ30g,1.0,570284,冷）野菜かき揚げ50g,1.0
55928k0,ﾐﾆﾁｷﾝ(醤油)約24g,170511,やさしい素材チキン,0.623,170511,やさしい素材チキン,0.623,510185,冷)ﾐﾆﾁｷﾝﾚﾓﾝﾊｰﾌﾞ24g(味の素),0.564
55645k0,たいみそ(ﾁｭｰﾌﾞ),100220,たいみそ,1.0,100221,1食たいみそ,0.812,100221,1食たいみそ,0.812
55160k0,きのこﾐｯｸｽ冷凍,50722,きのこﾐｯｸｽ（冷）,1.0,40330,ミックスチーズ,0.364,130535,プリンミックス,0.357
56076k0,ﾐﾆたい焼きクリーム30ｇ,550334,たい焼き（小倉あん）,0.573,550334,たい焼き（小倉あん）,0.573,130671,ミニたいやき,0.432
56298k0,しらたき10ｃｍｶｯﾄ,500163,カットしらたき　,0.697,500162,しらたき　,0.697,540100,冷)にらｶｯﾄ5cm,0.217
56405k0,業務用焼きちくわ50ｇ,10420,焼きちくわ,1.0,10420,焼きちくわ,1.0,10421,生ちくわ,0.489
55271k0,味付もずく,60190,もずく,0.649,60191,味付けもずく,0.526,520125,（冷）味付納豆　３０ｇ（全病食）,0.198
55347k0,ｿｲ切身骨取(西京)60,J510318,Ｖソイ切身骨取70ｇ*5,1.0,510213,骨取り赤魚粕漬　７０ｇ,0.18,510213,骨取り赤魚粕漬　７０ｇ,0.18
56393k0,＜ヤ＞ﾛｲﾔﾙﾊﾞﾀｰﾛｰﾙ6,500130,ロイヤルバターロールレーズン(5個入り)(ﾔﾏｻﾞｷ),0.768,500130,ロイヤルバターロールレーズン(5個入り)(ﾔﾏｻﾞｷ),0.768,90308,バターロール,0.606
55435k0,＜Ｆ日給＞鶏ﾓﾓｽﾗ皮無ｋ,J510319,鶏モモｶｯﾄ1.5㎝角＜Ｆ日給＞,0.348,80100,レモン,0.132,80100,レモン,0.132
55739k0,ﾊﾟﾝ粉,90610,パン粉,1.0,90609,生パン粉,0.741,90210,食パン,0.295
55394k0,ｶﾆ入りｼｭｰﾏｲ(14g),570127,冷)ｼｭｰﾏｲ18g(ﾆｯｽｲ),0.743,140167,カニシュウマイ14g,0.628,140167,カニシュウマイ14g,0.628
55239k0,しいたけ（生）Ｓ約１０個,50713,干しいたけ,0.811,50710,生しいたけ(8枚入),0.789,50710,生しいたけ(8枚入),0.789
56178k0,結びこんぶ(約100ヶ入),70512,結びこんにゃく,0.631,70512,結びこんにゃく,0.631,60166,塩こんぶ,0.473
55378k0,ｴﾋﾞﾎﾞｰﾙ(15g),140128,ミートボール,0.35,140128,ミートボール,0.35,140105,チキンボール,0.331
56180k0,おでんの素,550323,水ようかんの素,0.337,10520,桜でんぶ,0.216,150330,味の素,0.199
51528 0,☆ﾊﾞﾊﾞﾛﾘｱ(ﾏﾛﾝ),130532,ババロリア（バニラ）,1.0,130530,ババロリア（ストロベリー）,1.0,130531,ババロリア（チョコ）,1.0
56308k0,大判お魚豆腐揚げ５０ｇ,100421,揚げだし用豆腐（冷）,0.154,100421,揚げだし用豆腐（冷）,0.154,100100,大豆,0.138
56252k0,ＢＰ野菜入鶏つくね30ｇ,510207,野菜つみれ,0.14,510207,野菜つみれ,0.14,141013,惣菜野菜豆,0.118
56373k0,ohばんざいｽﾅｯﾌﾟｴﾝﾄﾞｳ,50591,スナップエンドウ（冷）,0.745,50590,スナップエンドウ（生）,0.745,170609,ＳＦやわらかエンドウ40,0.323
55792k0,ｶｯﾌﾟｾﾞﾘｰの素(ｺｰﾋｰ),130528,ｶｯﾌﾟｾﾞﾘｰの素　マスカット,0.808,130527,ｶｯﾌﾟｾﾞﾘｰの素　抹茶,0.777,130523,ｶｯﾌﾟｾﾞﾘｰの素　ピーチ,0.77
56418k0,春雨ｻﾗﾀﾞしそ風味1ｋｇ,141106,彩り春雨サラダ,0.595,70410,春雨5cmカット,0.424,141107,春雨サラダさっぱりタイプ,0.404
55449k0,＜Ｆ日給＞ｳｲﾝﾅｰ皮無,510209,ウインナー皮なし,0.622,20444,赤ウインナー,0.505,20445,ウインナースライス,0.456
55233k0,なめこ,50740,なめこ,1.0,50741,なめこ缶,1.0,540173,なめこ水煮,0.666
55578k0,ﾗｰﾒﾝｽｰﾌﾟ(北の味噌),150256,塩ラーメンスープ,0.88,150250,醤油ﾗｰﾒﾝｽｰﾌﾟ,0.798,150251,味噌ラーメンスープ,0.786
55074k0,菜の花 IQF,50170,菜の花,1.0,50171,菜の花ｶｯﾄIQF(冷）,0.601,570144,菜の花おひたし(ﾌｰｽﾞﾗﾝﾄﾞ),0.515
55901k0,ﾈｽｶﾌｪｴｸｾﾗ180ｇ,130752,クリームコンフェ　,0.132,130752,クリームコンフェ　,0.132,130751,ミニエクレア,0.11
55509k0,BPJFSA味わい玉子ﾉｰ,170536,やさしい素材Ｒとけない玉葱,0.142,170536,やさしい素材Ｒとけない玉葱,0.142,520134,玉子どうふ　80g,0.133
56025k0,ピーマン　Ｍ　個,50130,ピーマン,1.0,50131,赤ピーマン,0.787,50131,赤ピーマン,0.787
55677k0,ｿﾌﾄれんこん昆布の煮物,50420,れんこん,0.457,141011,細切り昆布の煮物,0.455,170524,やさしい素材温れんこん,0.361
55158k0,ｷｬﾍﾞﾂ(自然解凍),170515,やさしい素材Ｎキャベツ,1.0,50320,キャベツ,1.0,170515,やさしい素材Ｎキャベツ,1.0
56384k0,ハイエードみかんCa,80400,みかん缶,0.419,80120,みかん(S),0.419,80120,みかん(S),0.419
55931k0,さばの味噌煮（50ｇ）BP,570265,さばの味噌煮EOT2缶180g(ｷｮｸﾖｰ),1.0,170503,やさしい素材さば,0.349,170503,やさしい素材さば,0.349
56419k0,乱切りさつまいも20ｇ,J570352,さつまいもサラダ　JFSA,0.494,70210,さつま芋乱切り（冷）7-8g,0.464,71003,さつま芋　乱切り　10ｇ,0.464
55596k0,＜給＞唐辛子(一味),150311,粉辛子,0.322,150310,練り辛子,0.26,140154,餃子17ｇ,0.102
55468k0,ﾛｰｽとんかつ80,140232,ロースとんかつ120g,1.0,140232,ロースとんかつ120g,1.0,140234,やわらかロースとんかつ60ｇ,0.776
55571k0,浅漬けの素(ﾚｷﾞｭﾗｰ),150501,浅漬けの素,1.0,50683,刻み野沢菜浅漬（冷）,0.214,150330,味の素,0.202
55803k0,ﾌﾙｰﾁｪ ﾋﾟｰﾁ(業務用),130541,フルーチェ　ピーチ,1.0,130545,フルーチェ　みかん,0.5,130544,フルーチェ　メロン,0.5
55843k0,ﾗﾝﾁがんも V-15N(約15g),100504,がんもどき,0.361,520111,冷)がんもどき25g,0.361,100504,がんもどき,0.361
55954k0,袋入り大焼売(約26g),50340,大根,0.158,100100,大豆,0.155,50260,大葉,0.133
55536k0,とろけるｶﾚｰﾌﾚｰｸ中辛,560106,とろけるｶﾚｰﾌﾚｰｸ中辛,1.0,560105,とろけるｶﾚｰﾌﾚｰｸ辛口,0.763,150401,とろけるｶﾚｰﾌﾚｰｸ甘口,0.75
55804k0,ﾌﾙｰﾁｪ ｲﾁｺﾞ(業務用),130541,フルーチェ　ピーチ,0.522,130545,フルーチェ　みかん,0.455,130544,フルーチェ　メロン,0.455
55864k0,味付けいなり,500113,いなり寿司,0.338,500113,いなり寿司,0.338,50455,味付けメンマ,0.337
55129k0,大葉,50260,大葉,1.0,50260,大葉,1.0,100520,湯葉（干）,0.277
55706k0,便利な彩り野菜の白和え,100425,白和えの素（冷）,0.307,141205,ほうれん草入り白和え,0.208,50170,菜の花,0.135
56388k0,ペクシーオレンジ,80130,オレンジ,0.561,80130,オレンジ,0.561,550278,フリーカットオレンジケーキ,0.464
56160k0,黒ｺﾞﾏﾌﾟﾘﾝﾐｯｸｽ,130535,プリンミックス,0.707,130830,プリン60ｇ,0.375,130830,プリン60ｇ,0.375
55830k0,LLﾁﾙﾄﾞ 大豆そぼろひじき,60130,ひじき,0.363,510196,ATACO鶏そぼろ,0.306,170530,やさしい素材温ひじき,0.258
55277k0,小ｴﾋﾞ 無着色(ﾍﾞﾄﾅﾑ原料),10231,無頭エビ（21/25）,0.176,10230,無頭エビ（16/20）,0.176,10231,無頭エビ（21/25）,0.176
55181k0,柚子造りえのき昆布,50700,えのき,0.406,60125,巻き昆布,0.341,60164,すき昆布,0.332
55744k0,JFSA中華はるさめｻﾗﾀﾞ500,570294,春雨中華サラダ,0.248,50332,サラダ菜 (個）,0.235,110101,サラダ油（缶）,0.233
55790k0,ｶｯﾌﾟｾﾞﾘｰの素(ｸﾞﾚｰﾌﾟﾌﾙｰﾂ),130528,ｶｯﾌﾟｾﾞﾘｰの素　マスカット,0.808,130527,ｶｯﾌﾟｾﾞﾘｰの素　抹茶,0.777,130523,ｶｯﾌﾟｾﾞﾘｰの素　ピーチ,0.77
55731k0,そば（80*3）,90415,そば（冷）,1.0,90510,そば（乾）,1.0,90511,そば（ゆで）,1.0
55178k0,＜太堀＞水煮 山菜ﾐｯｸｽ,50551,和風野菜ミックス,0.368,50553,中華野菜ミックス,0.33,50780,山菜水煮,0.27
55053k0,＜給＞ﾚｰｽﾞﾝ110ｇ,80285,レーズン,0.736,90223,レーズンパン,0.525,90305,レーズンブレッド,0.448
55322k0,楽らく骨なしさんま(60g),10670,さんま骨無　60ｇ,0.344,10670,さんま骨無　60ｇ,0.344,570264,さんまの蒲焼K5A缶100g(ｷｮｸﾖｰ),0.264
55433k0,＜Ｆ日給＞鶏ﾓﾓ皮無(30g),J510319,鶏モモｶｯﾄ1.5㎝角＜Ｆ日給＞,0.404,80100,レモン,0.154,80100,レモン,0.154
55751k0,里いもS(中国)冷凍,140405,いももち60ｇ,0.322,140405,いももち60ｇ,0.322,70300,里芋,0.258
55773k0,平こんにゃく白（板）,170531,やさしい素材温こんにゃく,0.6,170531,やさしい素材温こんにゃく,0.6,70500,板こんにゃく,0.594
55721k0,JFSA讃岐うどん250R,90405,うどん（冷）,0.577,150153,うどんつゆ,0.364,90514,干しうどん（讃岐）,0.358
55646k0,練りくるみあえの素,560139,くるみ和えの素,0.446,90230,くるみパン,0.312,120141,むきくるみ,0.307
55802k0,業務用ﾌﾙｰﾁｪ(ﾐｯｸｽﾍﾞﾘｰ),130541,フルーチェ　ピーチ,0.747,130545,フルーチェ　みかん,0.67,130544,フルーチェ　メロン,0.67
55760k0,紅あずま甘露煮1㎏,120111,栗甘露煮　55個入,0.348,141010,さつまいも甘露煮,0.321,130401,紅茶パック,0.107
56429k0,紅あずま甘露煮500ｇ,120111,栗甘露煮　55個入,0.348,141010,さつまいも甘露煮,0.321,130401,紅茶パック,0.107
55563k0,繁昌店 白だしつゆ,150154,白だしつゆ,0.678,150206,だしパック(75g),0.265,150203,和風だし,0.149
55943k0,三色寒天1缶,60203,三色寒天缶,1.0,60201,粉寒天,0.36,60200,糸寒天,0.345
50297 0,☆きな粉,100102,きな粉,1.0,50381,焼きなす（冷）50g,0.28,50382,焼きなすカット（冷）,0.28
55604k0,ｶﾞｰﾘｯｸ S缶(ﾊﾟｳﾀﾞｰ),150325,ガーリックﾊﾟｳﾀﾞｰ,0.665,130105,スティックシュガー3ｇ*300,0.21,130302,イナアガー,0.171
55847k0,五彩とうふﾊﾞｰｸﾞ(45g),J570351,海鮮バーグ50ｇ,0.221,510169,冷)ふんわりお魚とうふ揚20g,0.211,140125,豆腐ハンバーグ60ｇ,0.203
55117k0,小松菜と焼き椎茸和え,J570336,小松菜と焼き椎茸和え,1.0,50160,小松菜,0.413,50161,小松菜IQF（冷）,0.413
55505k0,ﾍﾙｼｰ炒りたまごN,170563,やさしい素材たまご,0.4,170563,やさしい素材たまご,0.4,560157,豆たっぷりヘルシーサラダ,0.298
55537k0,とろけるﾊﾔｼﾌﾚｰｸ,150421,とろけるハヤシフレーク,1.0,150420,ハヤシフレーク,0.733,150401,とろけるｶﾚｰﾌﾚｰｸ甘口,0.45
55532k0,森永ﾎｲｯﾌﾟ(植物性),40141,ホイップクリーム,0.421,40142,フローズンホイップ,0.383,550327,カップゼリーの素パイナップ,0.124
55642k0,ﾐﾂｶﾝ ｸｯｷﾝｸﾞ赤ﾜｲﾝ(ﾍﾟｯﾄ),150142,赤ワイン（クッキング）,0.491,150141,白ワイン（クッキング）,0.26,80150,キンカン,0.225
55446k0,＜Ｆ日給＞鶏ﾓﾓ皮無20ｇ,J510319,鶏モモｶｯﾄ1.5㎝角＜Ｆ日給＞,0.404,80100,レモン,0.154,80100,レモン,0.154
56166k0,蒸しパンミックス,130535,プリンミックス,0.516,40330,ミックスチーズ,0.329,80263,ミックスベリー（冷）,0.32
55026k0,＜給＞甘納豆(小豆),130572,甘納豆,0.752,100450,納豆,0.471,100450,納豆,0.471
55543k0,ｸｯｷﾝｸﾞｽｰﾌﾟ ｺｰﾝｸﾘｰﾑ,90703,コーンクリーム,0.599,150440,ｸﾉｰﾙ コーンクリームスープ(粉末）,0.431,140210,コーンクリーミィコロッケ35g,0.36
55037k0,黄桃缶ﾊｰﾌ1(輸入),80440,黄桃缶,0.52,80441,黄桃ダイス缶,0.288,80450,白桃缶,0.177
55199k0,JFSA千切り大根,540117,千切り大根漬け,0.763,50346,大根千切り（冷）,0.547,51040,大根　千切り,0.547
55527k0,ﾎﾞﾝｼﾞｮﾙﾉ(1本角),40251,ジョア（ストロベリー）,0.255,40250,ジョア（プレーン）,0.255,40252,ジョア（マスカット）,0.255
55597k0,ﾌﾞﾗｯｸﾍﾟｯﾊﾟｰ(荒挽)S缶,90643,ライスペーパー22㎝,0.163,20362,牛ブロック,0.127,20211,豚バラブロック,0.12
55644k0,ゆずみそ(ﾁｭｰﾌﾞ),100222,ゆずみそ,1.0,100223,1食ゆずみそ,0.824,100223,1食ゆずみそ,0.824
55667k0,LLﾁﾙﾄﾞ 蕗と筍のごま和え,120107,ごま和えの素,0.385,570147,YKｲﾝｹﾞﾝ焙煎ごま和え(ﾔﾏﾀﾞｲ),0.249,100425,白和えの素（冷）,0.126
55317k0,楽らく骨無切身ｶﾞﾚｲ60g,10632,黄金カレイ骨無80ｇ,0.167,10630,黄金カレイ骨無60ｇ,0.167,10631,黄金カレイ骨無70ｇ,0.167
56424k0,彩り野菜と油揚のおひたし,570143,小松菜のおひたし,0.418,570144,菜の花おひたし(ﾌｰｽﾞﾗﾝﾄﾞ),0.346,J570339,柔らか筍と菜の花のおひたし,0.314
55482k0,ﾐﾆﾁｷﾝ(甘酢だれ)約21g,170511,やさしい素材チキン,0.623,170511,やさしい素材チキン,0.623,510185,冷)ﾐﾆﾁｷﾝﾚﾓﾝﾊｰﾌﾞ24g(味の素),0.564
56124k0,細切り昆布煮,60122,切り昆布（生）,0.719,141011,細切り昆布の煮物,0.657,60121,細切昆布,0.403
56399k0,ｼﾏﾎｯｹ60ｇ骨なし,J510326,シマホッケ骨無60ｇ*10,0.803,510158,とろホッケ骨なし60g,0.625,510159,とろホッケ骨なし80g,0.625
55718k0,ｺﾞﾎﾞｳﾚﾝｺﾝｻﾗﾀﾞ明太ﾏﾖ,141103,パンプキンサラダ,0.242,141012,レンコンきんぴら,0.212,50332,サラダ菜 (個）,0.182
56381k0,おいしいﾋﾞﾀﾐﾝＣｱｾﾛﾗ,580136,おいしくビタミン（マスカット）,0.506,580136,おいしくビタミン（マスカット）,0.506,130805,アセロラゼリー,0.36
55533k0,ﾌﾞﾙｶﾞﾘｱﾖｰｸﾞﾙﾄLB81ﾌﾟﾚｰﾝ,40200,プレーンヨーグルト,0.534,40208,Caヨーグルト80ｇ,0.505,40208,Caヨーグルト80ｇ,0.505
55539k0,とろけるｶﾚｰﾌﾚｰｸ甘口,150401,とろけるｶﾚｰﾌﾚｰｸ甘口,1.0,560105,とろけるｶﾚｰﾌﾚｰｸ辛口,0.763,560106,とろけるｶﾚｰﾌﾚｰｸ中辛,0.75
55626k0,ｺﾘｱﾝｺﾁｼﾞｬﾝ,150302,コチジャン,0.714,150301,甜麺ジャン,0.249,110211,イタリアンﾄﾞﾚｯｼﾝｸﾞ,0.211
55598k0,終）輪切り唐がらし,51010,きゅうり　輪切り1ｍｍ,0.296,51011,きゅうり　輪切り1.5ｍｍ,0.296,50343,大根輪切り（冷）径5～6㎝　厚さ２㎝,0.229
55079k0,黄ﾋﾟｰﾏﾝﾀﾞｲｽｶｯﾄ(6㎜),J540174,黄ピーマンﾀﾞｲｽｶｯﾄ（6㎜）,1.0,J540175,赤ピーマンﾀﾞｲｽｶｯﾄ（6㎜）,0.833,J570355,緑ﾋﾟｰﾏﾝﾀﾞｲｽｶｯﾄ6㎜,0.815
55520k0,JFSAﾐﾆｸﾛﾜｯｻﾝ19ｇ,90220,クロワッサン,0.826,50540,ニンニク,0.197,50543,ニンニクの芽（冷）,0.142
55609k0,ﾏﾘﾈﾄﾞﾚｯｼﾝｸﾞ,110200,ドレッシング,0.666,110201,白ドレッシング,0.544,560171,QP中華ドレッシング,0.498
56258k0,ＪＦＳＡ極うま厚焼き玉子,570322,ひじき入り厚焼き玉子50g,0.519,520100,冷)厚焼き卵ﾉｰｶｯﾄ500g,0.213,55005,むき玉葱,0.156
55205k0,甘らっきょう(約280粒),50675,らっきょう,0.869,50521,みょうが,0.16,50774,干ぴょう（乾）,0.147
55510k0,ｻﾞ・ｽｸﾗﾝﾌﾞﾙｴｯｸﾞR,30300,スクランブルエッグ,0.914,520123,レアスクランブル,0.573,570290,アンサンブルエッグ50g,0.546
55601k0,ﾌﾞﾗｯｸﾍﾟｯﾊﾟｰ(ﾊﾟｳﾀﾞｰ)L缶,90643,ライスペーパー22㎝,0.163,20362,牛ブロック,0.127,20211,豚バラブロック,0.12
55965k0,白桃缶ﾀﾞｲｽ(1号缶）,80453,白桃ダイス缶,0.839,80441,黄桃ダイス缶,0.544,170561,やさしい素材白桃,0.435
55165k0,JFSA本焼きなす（11本,50382,焼きなすカット（冷）,1.0,50381,焼きなす（冷）50g,1.0,50381,焼きなす（冷）50g,1.0
55693k0,ｸﾘｰﾐｰｺﾛｯｹ(かに入)50,140210,コーンクリーミィコロッケ35g,0.534,140210,コーンクリーミィコロッケ35g,0.534,140212,カニクリーミィコロッケ35g,0.519
55225k0,レタス,50330,レタス,1.0,51090,レタス　角切り　30×30ｍｍ,0.575,50331,サニーレタス,0.568
55973k0,さつまいも　Ｍ,J570352,さつまいもサラダ　JFSA,0.71,500105,冷)さつまいもﾀﾞｲｽ角1Kg10mm,0.651,141010,さつまいも甘露煮,0.645
55365k0,Vｱｼﾞ切身(骨取)味醂漬60g,140310,アジフライ60ｇ,0.198,140310,アジフライ60ｇ,0.198,140311,アジフライ100g,0.198
56359k0,いんげんかにかま和え,50400,いんげん,0.514,170521,やさしい素材温いんげん,0.411,170521,やさしい素材温いんげん,0.411
55763k0,NEWﾃﾞﾘｶ野菜ｺﾛｯｹ70,140200,野菜コロッケ70g,0.724,140200,野菜コロッケ70g,0.724,140209,コーンコロッケ60g,0.328
55011k0,JFSA白花豆,100652,白花煮豆,0.395,100652,白花煮豆,0.395,100654,紫花豆煮豆,0.318
55962k0,ＪＦＳＡ稲庭割子うどん,90406,稲庭うどん（冷）,0.492,90405,うどん（冷）,0.43,150153,うどんつゆ,0.271
56428k0,味付すしあげ□中M２９N,150135,すし酢,0.205,520124,（冷）味付納豆５００ｇCa＋VC（全病食）,0.154,520125,（冷）味付納豆　３０ｇ（全病食）,0.154
56357k0,ｶｯﾌﾟｾﾞﾘｰの素(ﾊﾟｲﾝ味),130528,ｶｯﾌﾟｾﾞﾘｰの素　マスカット,0.808,130527,ｶｯﾌﾟｾﾞﾘｰの素　抹茶,0.777,130523,ｶｯﾌﾟｾﾞﾘｰの素　ピーチ,0.77
55192k0,大根みそ漬(ｽﾗｲｽ)松,50340,大根,0.337,100205,白みそ,0.189,J570347,桜大根　JFSA,0.187
55013k0,JFSAうぐいす豆,100653,うぐいす豆煮豆,0.823,90262,うぐいすパン,0.648,50380,なす,0.119
55027k0,豆たっぷりﾍﾙｼｰｻﾗﾀﾞ,560157,豆たっぷりヘルシーサラダ,1.0,520133,Caたっぷりオムレツチーズ　60ｇ,0.295,520133,Caたっぷりオムレツチーズ　60ｇ,0.295
55725k0,JFSA ﾛﾝｸﾞｽﾊﾟｹﾞｯﾃｨ(1.7㎜,90533,スパゲッティ1.7mm　,0.806,90532,スパゲティ（冷）,0.434,90530,スパゲティ２㎜,0.434
55464k0,＜Ｆ＞ｳｲﾝﾅｰ皮無,510209,ウインナー皮なし,0.767,20444,赤ウインナー,0.622,20445,ウインナースライス,0.562
55707k0,ﾄﾏﾄﾋﾟｭｰﾚ(ﾋﾞﾝ),150450,トマトピューレ,1.0,170514,やさしい素材トマト,0.513,50350,トマト,0.513
55791k0,ｶｯﾌﾟｾﾞﾘｰの素(ｸｰﾙ),130528,ｶｯﾌﾟｾﾞﾘｰの素　マスカット,0.808,130527,ｶｯﾌﾟｾﾞﾘｰの素　抹茶,0.777,130523,ｶｯﾌﾟｾﾞﾘｰの素　ピーチ,0.77
56197k0,ＪＦＳＡｻｻﾐﾁｰｽﾞﾌﾗｲ40ｇ,140305,鮭チーズフライ60ｇ,0.581,140305,鮭チーズフライ60ｇ,0.581,20130,ササミミンチ,0.34
55137k0,ししとう（27-30本入）,50490,ししとう,1.0,50490,ししとう,1.0,150206,だしパック(75g),0.129
55202k0,JFSA赤かっぱ漬,540116,赤かっぱ漬,1.0,50662,青かっぱ漬け,0.635,141107,春雨サラダさっぱりタイプ,0.133
56254k0,ＪＦＳＡﾐｰﾄﾎﾞｰﾙ14ｇ,140128,ミートボール,1.0,140128,ミートボール,1.0,150454,ミートソース,0.367
56440k0,ソフトなれんこんマリネ,50420,れんこん,0.491,170524,やさしい素材温れんこん,0.387,170524,やさしい素材温れんこん,0.387
56070k0,ﾐﾆたい焼き（あん）30ｇ,550334,たい焼き（小倉あん）,0.758,550334,たい焼き（小倉あん）,0.758,130671,ミニたいやき,0.572
55477k0,ｾﾚｸｼｮﾝ あらびきﾎﾟｰｸｳｲﾝﾅｰ,20443,あらびきウインナー,0.517,20444,赤ウインナー,0.36,20445,ウインナースライス,0.325
55585k0,Fﾊﾟｯｸおろしにんにく,50541,おろしにんにく,0.81,50531,おろし生姜,0.245,50342,おろし大根（冷）,0.243
55701k0,ひじきと野菜の彩り煮,60130,ひじき,0.412,170530,やさしい素材温ひじき,0.293,170530,やさしい素材温ひじき,0.293
55031k0,ﾚﾓﾝ果汁100%濃縮還元,80101,レモン果汁,0.627,80100,レモン,0.355,80100,レモン,0.355
55662k0,特ふり さけ(2.5g),170501,やさしい素材さけ,0.407,170501,やさしい素材さけ,0.407,150610,ふりかけ　さけ　一食,0.266
55841k0,ひじきと野菜の豆腐揚85ｇ,140510,ヒジキと野菜の豆腐寄せ60ｇ*20,0.443,140510,ヒジキと野菜の豆腐寄せ60ｇ*20,0.443,60130,ひじき,0.419
55450k0,＜Ｆ日給＞ﾁｬｰｼｭｰｽﾗｲｽ,20422,豚バラチャーシュースライス,0.691,20445,ウインナースライス,0.278,40310,スライスチーズ,0.259
55264k0,豆昆布1ｋｇ,100656,昆布豆,0.412,60129,昆布茶,0.335,60165,華昆布,0.325
56088k0,ジンギスカンたれ,50751,エリンギスライス（冷）,0.31,50750,エリンギ,0.191,80150,キンカン,0.173
55335k0,ｿｲ切身骨取60ｇ,J510318,Ｖソイ切身骨取70ｇ*5,1.0,510213,骨取り赤魚粕漬　７０ｇ,0.18,510213,骨取り赤魚粕漬　７０ｇ,0.18
